id; datetime
12;27.01.2020 18:40:26
12;27.01.2020 18:41:00
12;27.01.2020 18:41:14
12;27.01.2020 18:43:44
12;27.01.2020 18:43:45
12;27.01.2020 18:43:47
12;27.01.2020 18:44:09
12;27.01.2020 18:44:10
12;27.01.2020 18:44:12
12;27.01.2020 18:44:42
12;27.01.2020 18:44:43
12;27.01.2020 18:45:33
12;27.01.2020 18:45:33
12;27.01.2020 18:45:49
12;27.01.2020 18:45:50
12;27.01.2020 18:45:58
12;27.01.2020 18:45:59
12;27.01.2020 18:56:31
12;27.01.2020 18:57:25
12;27.01.2020 18:57:39
12;27.01.2020 18:58:05
12;27.01.2020 18:58:09
12;27.01.2020 18:58:14
12;27.01.2020 18:58:19
12;27.01.2020 18:58:22
12;27.01.2020 18:59:30
12;27.01.2020 18:59:32
12;27.01.2020 18:59:53
11;27.01.2020 19:17:22
11;27.01.2020 19:17:43
11;27.01.2020 19:18:42
11;27.01.2020 19:19:03
11;27.01.2020 19:20:55
11;27.01.2020 19:20:57
11;27.01.2020 19:21:11
11;27.01.2020 19:21:24
11;27.01.2020 19:21:54
11;27.01.2020 19:24:51
11;27.01.2020 19:25:10
11;27.01.2020 19:25:35
11;27.01.2020 19:25:53
11;27.01.2020 19:25:54
11;27.01.2020 19:25:54
11;27.01.2020 19:25:54
11;27.01.2020 19:25:54
11;27.01.2020 19:25:56
11;27.01.2020 19:26:02
11;27.01.2020 19:26:02
11;27.01.2020 19:26:02
11;27.01.2020 19:26:03
11;27.01.2020 19:26:03
11;27.01.2020 19:26:03
11;27.01.2020 19:26:03
12;27.01.2020 19:26:06
11;27.01.2020 19:26:08
11;27.01.2020 19:26:29
11;27.01.2020 19:26:31
11;27.01.2020 19:26:51
11;27.01.2020 19:27:10
11;27.01.2020 19:27:42
11;27.01.2020 19:28:01
11;27.01.2020 19:28:06
11;27.01.2020 19:28:10
11;27.01.2020 19:28:12
11;27.01.2020 19:28:22
11;27.01.2020 19:28:25
11;27.01.2020 19:28:38
11;27.01.2020 19:28:41
11;27.01.2020 19:28:43
11;27.01.2020 19:28:50
11;27.01.2020 19:28:58
11;27.01.2020 19:29:06
11;27.01.2020 19:29:43
11;27.01.2020 19:32:31
11;27.01.2020 19:32:39
11;27.01.2020 19:33:05
11;27.01.2020 19:33:17
11;27.01.2020 19:33:28
11;27.01.2020 19:33:57
11;27.01.2020 19:34:02
11;27.01.2020 19:34:08
11;27.01.2020 19:34:11
11;27.01.2020 19:34:25
11;27.01.2020 19:34:38
11;27.01.2020 19:35:01
11;27.01.2020 19:35:31
11;27.01.2020 19:35:57
11;27.01.2020 19:36:15
11;27.01.2020 19:36:18
11;27.01.2020 19:36:42
11;27.01.2020 19:37:43
11;27.01.2020 19:37:51
11;27.01.2020 19:38:49
11;27.01.2020 19:38:50
10;27.01.2020 19:39:12
11;27.01.2020 19:39:46
11;27.01.2020 19:39:51
11;27.01.2020 19:39:53
11;27.01.2020 19:40:20
11;27.01.2020 19:40:34
11;27.01.2020 19:40:43
11;27.01.2020 19:40:51
11;27.01.2020 19:41:09
12;27.01.2020 19:43:06
11;27.01.2020 19:43:09
10;27.01.2020 19:43:21
10;27.01.2020 19:44:32
10;27.01.2020 19:44:57
11;27.01.2020 19:45:12
12;27.01.2020 19:45:15
11;27.01.2020 19:46:28
11;27.01.2020 20:01:17
11;27.01.2020 21:22:06
11;27.01.2020 21:23:03
11;27.01.2020 21:23:12
11;27.01.2020 21:23:25
11;27.01.2020 21:23:28
11;27.01.2020 21:23:38
11;27.01.2020 21:24:15
11;27.01.2020 21:24:25
11;27.01.2020 21:24:30
11;27.01.2020 21:24:35
11;27.01.2020 21:24:54
11;27.01.2020 21:24:56
11;27.01.2020 21:25:45
11;27.01.2020 21:25:49
11;27.01.2020 21:25:55
11;27.01.2020 21:26:05
11;27.01.2020 21:26:12
11;27.01.2020 21:26:22
11;27.01.2020 21:26:25
11;27.01.2020 21:26:30
11;27.01.2020 21:26:34
11;27.01.2020 21:26:45
11;27.01.2020 21:26:56
11;27.01.2020 21:27:04
11;27.01.2020 21:28:41
11;27.01.2020 21:28:45
11;27.01.2020 21:28:58
11;27.01.2020 21:29:16
11;27.01.2020 21:29:36
11;27.01.2020 21:31:03
11;27.01.2020 21:31:22
11;27.01.2020 21:31:27
11;27.01.2020 21:31:36
11;27.01.2020 21:31:42
11;27.01.2020 21:33:22
11;27.01.2020 21:33:47
11;27.01.2020 21:33:52
11;27.01.2020 21:33:57
11;27.01.2020 21:34:33
11;27.01.2020 21:35:07
11;27.01.2020 21:37:04
11;27.01.2020 21:38:50
11;27.01.2020 21:38:55
11;27.01.2020 21:39:08
11;27.01.2020 21:39:28
11;27.01.2020 21:39:37
11;27.01.2020 21:39:40
11;27.01.2020 21:39:48
11;27.01.2020 21:40:57
11;27.01.2020 21:41:21
11;27.01.2020 22:25:30
11;27.01.2020 22:28:01
11;27.01.2020 22:32:11
11;27.01.2020 22:32:41
11;27.01.2020 22:33:02
11;27.01.2020 22:33:32
11;27.01.2020 22:34:02
11;27.01.2020 22:34:12
11;27.01.2020 22:34:27
11;27.01.2020 22:35:48
11;27.01.2020 22:38:10
11;27.01.2020 22:42:18
11;27.01.2020 22:46:53
11;27.01.2020 22:51:45
11;27.01.2020 22:51:48
11;27.01.2020 22:52:02
11;27.01.2020 22:52:10
11;27.01.2020 23:19:27
